last_name, first_name,name,team,player_id,year,player_age,b_ab,b_total_pa,b_home_run,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_gnd_into_dp,b_gnd_into_tp,b_hit_by_pitch,b_intent_walk,b_sac_bunt,b_sac_fly,r_run,b_total_sacrifices,b_walkoff,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,oz_contact_percent,iz_contact_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,hp_to_1b,sprint_speed
Varsho, Daulton,Daulton Varsho,ARI,662139,2021,25,284,315,11,30,21.3,9.5,0.246,0.437,0.317,38,0,6,4,0,0,3,1,0,41,1,1,87.7,18,31.7,7.3,9.2,21.6,27.5,26.1,8.3,39.9,72.3,30.5,59.5,80.6,24.5,51.5,34.4,39,26.6,38.5,25.2,24.3,11.9,4.2,28.4
Jones, Jahmai,Jahmai Jones,BAL,663330,2021,24,67,72,0,4,36.1,5.6,0.149,0.194,0.208,3,0,1,1,0,1,0,0,0,5,0,0,87.4,19.5,29.3,2.4,4.9,19.5,39,29.3,4.9,26.8,64.4,18.1,43.5,81.3,25.2,43.1,34.1,36.6,29.3,36.6,26.8,22,14.6,4.35,28.3
Nootbaar, Lars,Lars Nootbaar,STL,663457,2021,24,109,124,5,13,22.6,10.5,0.239,0.422,0.315,15,1,2,0,0,0,1,1,1,15,2,1,89.1,12.1,24.1,4.8,3.6,22.9,30.1,33.7,4.8,36.1,61.7,17.7,59.5,76.6,26.2,39.6,42.2,34.9,22.9,48.2,27.7,16.9,7.2,4.28,28.4
Nevin, Tyler,Tyler Nevin,BAL,663527,2021,24,14,18,1,4,27.8,22.2,0.286,0.643,0.444,3,0,0,0,0,0,0,0,0,3,0,0,93.5,33.8,22.2,11.1,11.1,0,55.6,22.2,0,33.3,51.3,22.7,60,75,30,36.1,55.6,11.1,33.3,22.2,66.7,0,11.1,,24.8
Hoerner, Nico,Nico Hoerner,CHC,663538,2021,24,149,170,0,17,14.7,10,0.302,0.369,0.382,16,3,5,3,0,3,3,0,1,13,1,0,87,7.7,31.2,1.6,4.8,28.8,20,39.2,5.6,34.4,69.5,30.4,67.6,87.3,18.5,48.2,29.6,36.8,33.6,50.4,17.6,26.4,5.6,4.28,28.8
Riley, Austin,Austin Riley,ATL,663586,2021,24,590,662,33,52,25.4,7.9,0.303,0.531,0.367,107,1,0,11,0,12,2,0,8,91,8,0,90,14,35.8,12.8,8.6,24,22.1,25.8,5.1,45.3,72.2,30.9,57.3,78.8,28.3,50.2,39.5,36.7,23.7,38.8,24.9,28.6,7.7,4.49,27.8
Madrigal, Nick,Nick Madrigal,CWS,663611,2021,24,200,215,2,11,7.9,5.1,0.305,0.425,0.349,21,2,1,3,0,3,0,0,1,30,1,1,85.5,1.7,27.7,1.1,1.1,27.7,16.3,50,3.8,23.4,63.4,28.3,76.9,97.2,8.4,45.5,21.2,44,34.8,59.2,14.7,23.9,2.2,4.29,28.1
Larnach, Trevor,Trevor Larnach,MIN,663616,2021,24,260,301,7,31,34.6,10.3,0.223,0.35,0.322,28,0,1,3,0,8,0,0,2,29,2,0,90,13.1,34.8,9.5,6.3,23.4,23.4,32.9,4.4,41.1,64,25.2,32.3,73.2,39,43.8,39.9,33.5,26.6,45.6,24.7,25.9,3.8,4.61,26.5
Mountcastle, Ryan,Ryan Mountcastle,BAL,663624,2021,24,534,586,33,41,27.5,7,0.255,0.487,0.309,89,3,4,12,0,4,2,0,7,77,7,0,89.1,16.3,38.9,11.8,6.1,22.6,30,26.1,3.4,39.7,76.1,38.1,54,77.2,31.6,55.1,38.7,32.9,28.4,35.5,33.9,24.7,5.8,4.44,28.1
McKenna, Ryan,Ryan McKenna,BAL,663630,2021,24,169,197,2,24,37.6,12.2,0.183,0.266,0.289,14,0,1,1,0,2,0,2,0,20,2,1,86.5,11.6,40.2,7.2,4.1,30.9,22.7,24.7,10.3,34,67.7,19.6,46.3,69.9,34.4,44.1,30.9,44.3,24.7,46.4,17.5,30.9,5.2,4.24,29.3
Hayes, Ke'Bryan,Ke'Bryan Hayes,PIT,663647,2021,24,362,396,6,31,22,7.8,0.257,0.373,0.316,38,1,9,11,0,1,0,0,2,49,2,1,90.2,2.6,27.4,5.1,5.1,24.9,17.3,44,2.9,45.8,62.7,25.7,59.5,88.3,20.4,43.5,21.3,46.9,31.8,57.4,19.9,19.5,3.2,4.4,27.8
Tucker, Kyle,Kyle Tucker,HOU,663656,2021,24,506,567,30,53,15.9,9.3,0.294,0.557,0.358,92,2,14,10,0,1,5,0,5,83,5,0,91.4,17.6,42,11.6,11.6,24.5,26.6,22.8,2.9,47.5,80.9,26.3,62.8,85.5,20.3,52.5,35.2,40.6,24.2,34,33.5,27.1,5.5,4.41,27.4
Cameron, Daz,Daz Cameron,DET,663662,2021,24,103,115,4,10,33,8.7,0.194,0.359,0.278,13,0,6,2,0,2,0,0,0,16,0,0,88.7,11.9,36.9,7.7,6.2,23.1,30.8,30.8,1.5,43.1,63.9,26.7,54.3,76,30.8,44.5,23.1,46.2,30.8,38.5,27.7,27.7,6.2,4.46,28.2
India, Jonathan,Jonathan India,CIN,663697,2021,25,532,631,21,71,22.3,11.3,0.269,0.459,0.376,69,4,12,13,0,23,1,1,4,98,5,0,87.6,13,33.6,9.6,5.1,27.3,21.5,30.1,6.3,38.7,57,21.8,55.3,82.7,25.1,39,48.5,34.1,17.4,44.9,26.3,22.7,6.1,4.41,28.5
Raleigh, Cal,Cal Raleigh,SEA,663728,2021,25,139,148,2,7,35.1,4.7,0.18,0.309,0.223,13,0,0,3,0,1,0,0,1,6,1,0,88,17.1,37.5,6.8,9.1,21.6,30.7,27.3,4.5,35.2,80.6,43.2,58.7,70.3,33.1,62.1,48.9,29.5,21.6,36.4,21.6,28.4,13.6,4.5,27
Neidert, Nick,Nick Neidert,MIA,663734,2021,25,11,12,0,1,41.7,8.3,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,86.7,-17.3,16.7,0,0,0,16.7,66.7,16.7,0,63.3,22.2,25,73.7,30.4,47.9,33.3,50,16.7,83.3,16.7,0,0,,
Fortes, Nick,Nick Fortes,MIA,663743,2021,25,31,34,4,3,23.5,8.8,0.29,0.677,0.353,7,0,1,1,0,0,0,0,0,6,0,0,91.3,24,43.5,21.7,8.7,13,30.4,21.7,4.3,52.2,59.4,25,50,92.7,19.3,42.9,43.5,34.8,21.7,30.4,30.4,17.4,21.7,,26.5
Grisham, Trent,Trent Grisham,SD,663757,2021,25,462,527,15,54,22.6,10.2,0.242,0.413,0.326,62,5,13,10,0,6,2,1,4,61,5,1,88.8,12.1,31,5.2,6,25.3,25,30.7,6.6,36.9,63.4,16.8,57.9,82.3,21.7,40.5,38.5,35.9,25.6,42,23.3,26.4,8.3,4.34,28.9
Woodford, Jake,Jake Woodford,STL,663765,2021,25,18,20,0,0,45,0,0.111,0.111,0.1,0,0,0,0,0,0,0,2,0,0,2,0,87.9,-17.8,18.2,0,0,18.2,0,63.6,18.2,36.4,55.6,28.6,33.3,68,38.7,47,9.1,36.4,54.5,81.8,0,18.2,0,,22.9
Terry, Curtis,Curtis Terry,TEX,663799,2021,25,45,48,0,2,31.3,4.2,0.089,0.133,0.146,1,0,0,0,0,1,0,0,0,3,0,0,82.5,27.1,30,6.7,3.3,16.7,50,20,3.3,16.7,48.3,38.9,59.5,85.7,26.6,43.4,23.3,43.3,33.3,26.7,33.3,20,20,,25.3
Vierling, Matt,Matt Vierling,PHI,663837,2021,25,71,77,2,4,26,5.2,0.324,0.479,0.364,6,0,2,1,0,1,1,0,1,11,1,0,91.5,6.3,30.8,3.8,5.8,38.5,15.4,30.8,5.8,53.8,60.4,27,52.6,84.4,24.6,44.7,34.6,34.6,30.8,53.8,17.3,26.9,1.9,4.4,29.2
Rivas III, Alfonso,Alfonso Rivas III,CHC,663845,2021,25,44,49,1,4,32.7,8.2,0.318,0.409,0.388,3,0,0,1,0,1,0,0,0,7,0,0,88.4,10.2,35.7,3.6,3.6,32.1,21.4,39.3,0,32.1,62.6,22.5,52,82.3,26.4,41.4,39.3,28.6,32.1,50,32.1,17.9,0,,26.3
Gonzalez, Romy,Romy Gonzalez,CWS,663853,2021,25,32,33,0,1,33.3,3,0.25,0.344,0.273,2,0,0,1,0,0,0,0,0,4,0,0,87.1,-1.1,28.6,9.5,9.5,19,19,33.3,4.8,38.1,69.1,34.5,47.4,83,27.3,53.7,19,38.1,42.9,52.4,23.8,23.8,0,,28.2
Stephenson, Tyler,Tyler Stephenson,CIN,663886,2021,25,350,402,10,41,18.7,10.2,0.286,0.431,0.366,45,0,0,11,0,6,1,0,5,56,5,2,88.4,7.4,36.1,5.4,4.3,29.3,21.1,35.4,4.3,38.2,61.3,20.9,59.6,88.6,19.2,40.4,31.8,33.6,34.6,50,18.6,27.9,3.6,4.58,26.9
Williams, Luke,Luke Williams,PHI,663897,2021,25,98,108,1,10,21.3,9.3,0.245,0.316,0.315,6,2,2,2,0,0,0,0,0,8,0,1,84.7,3.2,24,0,6.7,21.3,18.7,42.7,10.7,25.3,68.3,25.6,55.6,87.7,19.3,46.5,42.7,42.7,14.7,60,14.7,17.3,8,4.3,28.9
Rodgers, Brendan,Brendan Rodgers,COL,663898,2021,25,387,415,15,19,20.2,4.6,0.284,0.47,0.328,51,0,0,8,0,7,0,0,2,49,2,0,88.8,6.1,29.2,6.2,6.2,23.9,19.3,37.4,3.9,39.9,74.4,30.1,61.6,83.3,23,52.5,30.8,40.7,28.5,50.8,21,24.3,3.9,4.49,26.8
Blankenhorn, Travis,Travis Blankenhorn,NYM,663905,2021,25,23,24,1,1,33.3,4.2,0.174,0.391,0.208,4,0,0,0,0,0,0,0,0,4,0,0,96.2,17.9,33.3,20,6.7,26.7,20,26.7,0,73.3,79.5,30.6,33.3,88.6,28,53.8,53.3,13.3,33.3,46.7,26.7,13.3,13.3,,25
Paddack, Chris,Chris Paddack,SD,663978,2021,25,35,42,0,1,61.9,2.4,0.029,0.029,0.071,0,0,0,0,0,1,0,5,0,0,5,0,88.1,-8.1,21.4,0,0,14.3,7.1,21.4,57.1,28.6,54.9,27.8,20,48,44.3,42.9,7.1,57.1,35.7,78.6,0,21.4,0,,
Lowe, Nathaniel,Nathaniel Lowe,TEX,663993,2021,26,557,642,18,80,25.2,12.5,0.264,0.415,0.357,72,0,8,13,0,2,2,0,3,75,3,1,90.8,5,31.4,9.5,4.5,23.6,16.6,43.5,2.3,45.5,66.4,23,60.7,81.9,23.5,44.7,24.9,39.9,35.2,54.5,23.4,20.9,1.3,4.37,27.3
Happ, Ian,Ian Happ,CHC,664023,2021,27,465,535,25,62,29.2,11.6,0.226,0.434,0.321,66,2,9,12,0,5,0,2,1,63,3,1,89.5,9.9,31.1,11.2,5.1,22.1,21.5,34.9,4.2,41.7,65.6,23.1,46.2,75.3,32.3,43.9,37.8,32.7,29.5,47.1,28.2,20.2,4.5,4.39,27.7
France, Ty,Ty France,SEA,664034,2021,27,571,650,18,46,16.3,7.1,0.291,0.445,0.368,73,0,0,13,0,27,1,0,6,85,6,1,88.5,11,35.9,6.8,5.3,29.7,22.3,32.1,3.6,38.9,72.1,30,61.5,89.6,19.1,50.3,35.7,38.6,25.7,46.7,21.2,26.5,5.5,4.78,25.3
Lowe, Brandon,Brandon Lowe,TB,664040,2021,27,535,615,39,68,27.2,11.1,0.247,0.523,0.34,99,1,7,2,0,9,4,0,3,97,3,0,89.3,16.9,37.2,14,6.7,22.1,28,24.8,4.3,43.1,78.5,29.7,50.1,74.5,32.8,52.5,39.4,35.3,25.3,34.8,32.9,24.8,7.5,4.33,27.6
Bader, Harrison,Harrison Bader,STL,664056,2021,27,367,401,16,27,21.2,6.7,0.267,0.46,0.324,50,4,9,4,0,5,6,0,2,45,2,0,86.2,13.3,27.1,7,6.3,19.4,30.3,31,6,31.7,64.9,31,54.5,84.4,24.7,47.5,38.4,35.9,25.7,44,28.2,18,9.9,4.21,29.5
Stevenson, Andrew,Andrew Stevenson,WSH,664057,2021,27,192,213,5,13,28.6,6.1,0.229,0.339,0.291,23,1,1,3,0,5,2,2,1,22,3,0,89.6,8.4,28.4,6,4.5,27.6,19.4,35.8,6.7,44.8,69,29,36.9,82,28.5,49.3,30.6,44,25.4,51.5,18.7,24.6,5.2,4.21,29.3
Fletcher, David,David Fletcher,LAA,664058,2021,27,626,665,2,31,9,4.7,0.262,0.324,0.295,47,3,15,10,0,1,1,6,1,74,7,0,82.3,8.4,30.4,0,1,27.2,22.9,40.1,7.9,15.7,61.2,29.2,80.9,94,9.5,46.5,29,35.1,36,49.4,16.2,27.1,7.3,4.34,27.7
Haggerty, Sam,Sam Haggerty,SEA,664059,2021,27,86,94,2,6,29.8,6.4,0.186,0.291,0.245,5,1,5,1,0,1,0,1,0,15,1,0,87.5,7.6,35.6,5.1,10.2,15.3,18.6,40.7,10.2,39,67.2,29.4,42,78.6,31.1,48.5,47.5,27.1,25.4,52.5,20.3,20.3,6.8,4.27,29.5
Gonsolin, Tony,Tony Gonsolin,LAD,664062,2021,27,17,19,0,1,42.1,5.3,0.176,0.235,0.211,0,0,0,0,0,0,0,1,0,2,1,0,82.4,-21.4,20,0,10,0,10,60,20,20,63.9,30.8,33.3,73.9,37.1,46.7,30,50,20,80,10,10,0,,26.8
Kingery, Scott,Scott Kingery,PHI,664068,2021,27,19,19,0,0,63.2,0,0.053,0.053,0.053,0,0,0,0,0,0,0,0,0,1,0,0,72.5,23.8,28.6,0,0,0,57.1,28.6,14.3,0,73.7,43.2,25,46.4,59.1,58.7,42.9,14.3,42.9,28.6,57.1,14.3,0,,
Brubaker, JT,JT Brubaker,PIT,664141,2021,28,38,43,0,4,34.9,9.3,0.079,0.079,0.163,3,0,0,2,0,0,0,1,0,0,1,0,81.5,-13.3,4.2,0,4.2,12.5,4.2,58.3,16.7,12.5,43.7,18.6,38.5,73.7,27.5,32.5,12.5,54.2,33.3,87.5,4.2,4.2,4.2,,25.7
Lucchesi, Joey,Joey Lucchesi,NYM,664192,2021,28,10,11,0,1,63.6,9.1,0,0,0.091,0,0,0,0,0,0,0,0,0,1,0,0,74.3,-37,0,0,0,0,0,33.3,33.3,50,44,26.7,25,36.4,56.3,36.4,0,66.7,33.3,100,0,0,0,,
Moore, Dylan,Dylan Moore,SEA,664238,2021,29,332,377,12,40,29.4,10.6,0.181,0.334,0.276,43,5,21,6,0,4,0,0,1,42,1,0,86.5,20.4,33.3,8.6,4.5,19.8,36.5,23.9,6.8,33.3,60.9,20.8,55.5,79.4,25.9,41.3,36.9,36.9,26.1,32,31.5,23,13.5,4.38,28.4
Garlick, Kyle,Kyle Garlick,MIN,664247,2021,29,99,107,5,6,29.9,5.6,0.232,0.465,0.28,10,0,1,2,0,1,0,0,1,17,1,0,88.4,20.1,36.8,13.2,8.8,23.5,25,25,4.4,41.2,69.8,23.4,43.1,80.7,28.9,46.4,42.6,38.2,19.1,38.2,32.4,19.1,10.3,4.67,26.8
Florial, Estevan,Estevan Florial,NYY,664314,2021,24,20,25,1,5,24,20,0.3,0.55,0.44,2,0,1,0,0,0,0,0,0,3,0,0,89.3,5.3,35.7,7.1,14.3,14.3,14.3,35.7,14.3,64.3,66.7,25.4,40,73.5,36.7,44.5,42.9,28.6,28.6,50,21.4,28.6,0,,28.9
Lopez, Alejo,Alejo Lopez,CIN,664670,2021,25,23,23,0,0,21.7,0,0.261,0.261,0.261,0,0,0,1,0,0,0,0,0,3,0,0,84.8,4.7,33.3,0,0,33.3,11.1,55.6,0,16.7,94.9,34.4,63.6,81.1,22.9,67.6,44.4,44.4,11.1,61.1,16.7,22.2,0,,26.1
Straw, Myles,Myles Straw,HOU,664702,2021,27,564,638,4,67,19,10.5,0.271,0.348,0.348,48,6,30,13,0,2,0,1,4,86,5,0,87.1,11.9,42.4,1.3,2.9,29,29,32.6,4.2,26.2,59.7,19,73.6,89.8,13.5,40.4,25.7,38.8,35.5,41.1,24.6,31.5,2.9,4.12,29.3
Isbel, Kyle,Kyle Isbel,KC,664728,2021,24,76,83,1,7,27.7,8.4,0.276,0.434,0.337,7,0,2,0,0,0,0,0,0,16,0,0,87.3,19,32.1,3.8,3.8,26.4,34,24.5,7.5,30.2,65.5,32.7,52.9,85.2,23.9,49.5,35.8,30.2,34,35.8,22.6,28.3,13.2,,28.2
Higgins, P.J.,P.J. Higgins,CHC,664731,2021,28,23,25,0,2,32,8,0.043,0.043,0.12,0,0,0,2,0,0,0,0,0,1,0,0,82.4,12.1,13.3,0,0,13.3,40,46.7,0,13.3,55.7,31.4,50,85.3,26,44.6,40,40,20,60,20,13.3,6.7,,26.3
Bohm, Alec,Alec Bohm,PHI,664761,2021,25,380,417,7,31,26.6,7.4,0.247,0.342,0.305,47,0,4,12,0,2,0,0,4,46,4,0,92,5.6,33.3,6.6,7.3,30.8,16.1,37.7,0.7,49.5,73.2,26,64.7,76.6,26.7,48.9,26,42.5,31.5,52.7,16.5,28.2,2.6,4.54,27.8
Wade Jr., LaMonte,LaMonte Wade Jr.,SF,664774,2021,27,336,381,18,33,23.4,8.7,0.253,0.482,0.323,56,1,6,3,0,5,1,4,3,52,7,1,90.3,19.8,37.4,10.6,7.5,25.6,29.5,20.9,5.1,42.1,69.7,22.8,53.4,87.8,20,46.1,46.5,30.3,23.2,35.8,31.5,23.6,9.1,4.64,26.5
Tom, Ka'ai,Ka'ai Tom,PIT,664789,2021,27,108,133,2,17,27.1,12.8,0.139,0.231,0.278,12,0,1,1,0,5,1,0,3,10,3,0,84.2,9.5,32,4,6.7,18.7,24,33.3,12,29.3,67.4,24.5,44.1,75.3,32.8,45.6,38.7,41.3,20,46.7,21.3,22.7,9.3,4.24,28.1
Mazeika, Patrick,Patrick Mazeika,NYM,664850,2021,28,79,87,1,4,20.7,4.6,0.19,0.266,0.253,6,0,0,2,0,3,1,0,1,6,1,2,87,11.2,29,1.6,6.5,21,27.4,35.5,6.5,21.3,62.5,37.7,61.9,89.5,21.1,49.4,38.7,35.5,25.8,41.9,17.7,27.4,12.9,4.45,25.8
Zavala, Seby,Seby Zavala,CWS,664874,2021,28,93,104,5,6,39.4,5.8,0.183,0.376,0.231,15,0,0,1,0,1,0,4,0,15,4,0,88,16.2,30.4,8.9,7.1,14.3,25,30.4,10.7,34.5,75.8,28.1,23.2,68.8,42.5,52.1,35.7,26.8,37.5,39.3,33.9,23.2,3.6,,25.7
Mendick, Danny,Danny Mendick,CWS,664901,2021,28,164,186,2,18,22.6,9.7,0.22,0.287,0.301,20,1,0,1,0,2,0,1,1,14,2,0,84.1,13.7,29,1.6,3.2,24.2,31.5,28.2,9.7,28.5,60.4,25.8,62.6,79.3,24.5,42.9,26.6,36.3,37.1,43.5,21,24.2,11.3,4.56,26.6
Brown, Seth,Seth Brown,OAK,664913,2021,29,281,307,20,23,29,7.5,0.214,0.48,0.274,48,1,4,1,0,1,2,0,2,43,2,1,88.9,20.9,33.5,13.9,8.2,18.6,32,26.3,1,40.2,66.3,26.3,42.1,79,32.4,44.9,43.3,34,22.7,31.4,32.5,22.7,13.4,4.44,28.1
McCarthy, Jake,Jake McCarthy,ARI,664983,2021,24,59,70,2,8,32.9,11.4,0.22,0.373,0.329,4,2,3,0,0,2,0,1,0,11,1,0,80,2.3,18.9,2.7,5.4,8.1,29.7,37.8,13.5,13.5,68.7,23,38.2,66.3,41.3,44.7,40.5,27,32.4,59.5,35.1,5.4,0,,30.1
Walsh, Jared,Jared Walsh,LAA,665120,2021,28,530,585,29,48,26,8.2,0.277,0.509,0.34,98,1,2,7,0,4,6,0,3,70,3,2,89.6,7.8,33.6,11.3,5,26,17.1,35.7,3.9,41.3,68.5,31.6,61,79.8,26,49.3,37.3,41.7,21,49.6,19.7,24.9,5.8,4.43,27
Maton, Nick,Nick Maton,PHI,665155,2021,24,117,131,2,10,29.8,7.6,0.256,0.385,0.321,14,0,2,0,0,2,0,1,1,16,2,0,87.8,17.3,37.5,6.3,3.8,30,33.8,22.5,3.8,35,68.4,30.4,48.6,76.1,31.2,50.8,40,35,25,33.8,31.3,30,5,4.42,27.2
Celestino, Gilberto,Gilberto Celestino,MIN,665482,2021,22,59,62,2,3,22.6,4.8,0.136,0.288,0.177,3,0,0,2,0,0,0,0,0,7,0,0,87.2,5.4,35.6,6.7,4.4,8.9,33.3,44.4,2.2,31.1,64.5,26.3,63.3,82.1,23.1,46,31.1,33.3,35.6,46.7,17.8,24.4,11.1,4.44,28.3
Tatis Jr., Fernando,Fernando Tatis Jr.,SD,665487,2021,22,478,546,42,62,28,11.4,0.282,0.611,0.364,97,4,25,5,0,2,6,0,4,99,4,0,93.9,13.8,33.1,21.3,7.3,18.8,20.4,29.5,2.7,55.6,80.1,29.1,42.1,75.5,34.8,51.5,42.2,36.2,21.6,41,29.8,21.6,7.6,4.26,29.3
Guerrero Jr., Vladimir,Vladimir Guerrero Jr.,TOR,665489,2021,22,604,698,48,86,15.8,12.3,0.311,0.601,0.401,111,1,4,20,1,6,7,0,2,123,2,0,95.2,9.3,33.5,15.1,8.9,21,19.2,33.3,1.2,55.5,73.6,24.4,47.7,81.7,27.8,47.3,37.9,35.9,26.2,45.6,25.2,24.4,4.8,4.62,26.8
Pache, Cristian,Cristian Pache,ATL,665506,2021,23,63,68,1,2,36.8,2.9,0.111,0.206,0.147,4,0,0,1,0,1,0,2,0,6,2,0,81.7,8,20,5,7.5,7.5,20,40,20,27.5,78.3,35.8,29.5,76.6,37,56.8,55,27.5,17.5,55,17.5,12.5,15,4.36,28.9
Marchan, Rafael,Rafael Marchan,PHI,665561,2021,22,52,56,1,4,17.9,7.1,0.231,0.346,0.286,4,0,0,1,0,0,0,0,0,7,0,0,83.8,17.5,26.2,0,2.4,35.7,31,26.2,4.8,19,63,29.7,83.3,84.5,15.9,45.6,26.2,52.4,21.4,40.5,16.7,28.6,14.3,,27.8
Soto, Juan,Juan Soto,WSH,665742,2021,23,502,654,29,145,14.2,22.2,0.313,0.534,0.465,95,7,9,23,0,2,23,0,5,111,5,1,93,5.8,29.7,13.3,5.3,23.4,17.1,37.4,3.1,52.7,60,12.2,56.4,85.3,20,35,29,44.4,26.6,52.9,20.8,22.5,3.9,4.33,27
Taveras, Leody,Leody Taveras,TEX,665750,2021,23,174,185,3,9,32.4,4.9,0.161,0.27,0.205,9,1,10,3,0,1,0,1,0,14,1,0,87.2,7,28.7,6.1,4.3,21.7,17.4,41.7,8.7,35.7,70.1,26.2,56.7,76.6,26.3,48.8,33,42.6,24.3,54.8,17.4,20.9,7,4.16,29.7
Rivero, Sebastian,Sebastian Rivero,KC,665861,2021,23,40,44,0,3,34.1,6.8,0.175,0.225,0.25,3,0,0,1,0,1,0,0,0,1,0,0,86.6,13,28,0,8,24,32,36,0,24,74.4,32.9,63,72.1,30.7,53.7,40,32,28,44,32,16,8,,24.8
Chisholm Jr., Jazz,Jazz Chisholm Jr.,MIA,665862,2021,23,464,507,18,34,28.6,6.7,0.248,0.425,0.302,53,8,23,3,0,4,0,2,3,70,5,0,90.2,9,29,9,6.5,22.8,20.4,37.7,3.7,42,64.9,30.8,55.2,76.8,29.7,47.2,37,35.8,27.2,49.4,24.4,21.9,4.3,4.12,29.1
Gimenez, Andres,Andres Gimenez,CLE,665926,2021,23,188,210,5,11,25.7,5.2,0.218,0.351,0.281,16,0,11,1,0,7,0,1,3,23,4,0,86.3,9,23.2,3.6,8.7,19.6,24.6,34.8,8,30.4,77.1,40,56.5,74.3,29.9,58,41.3,30.4,28.3,51.4,29,14.5,5.1,4.21,29
Anderson, Ian,Ian Anderson,ATL,666120,2021,23,37,41,0,1,70.7,2.4,0.054,0.081,0.073,0,0,0,0,0,0,0,3,0,0,3,0,82.6,-8.9,27.3,0,0,0,9.1,45.5,45.5,18.2,51.2,46.9,16.7,50,54.2,49.3,0,63.6,36.4,81.8,0,18.2,0,,22.8
Garrett, Braxton,Braxton Garrett,MIA,666129,2021,24,11,11,0,0,36.4,0,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,1,0,0,84,-5.1,28.6,0,0,28.6,14.3,57.1,0,14.3,47.8,56.3,66.7,63.6,20,51.3,28.6,42.9,28.6,57.1,14.3,28.6,0,,
Kirilloff, Alex,Alex Kirilloff,MIN,666135,2021,24,215,231,8,14,22.5,6.1,0.251,0.423,0.299,34,1,1,3,0,1,2,0,1,23,1,0,91,7,39,12.8,5.5,31.1,13.4,36,1.2,43.9,74.3,34.8,58.3,79.9,26.9,54.7,32.3,42.7,25,48.8,24.4,25.6,1.2,4.34,27.4
Lee, Khalil,Khalil Lee,NYM,666137,2021,23,18,18,0,0,72.2,0,0.056,0.111,0.056,1,0,0,0,0,0,0,0,0,2,0,0,89.5,0,40,0,20,20,20,40,0,60,63.6,23.5,0,57.1,55.6,46.2,40,20,40,60,20,20,0,,
Lux, Gavin,Gavin Lux,LAD,666158,2021,24,335,381,7,41,21.8,10.8,0.242,0.364,0.328,46,1,4,3,0,3,3,0,2,49,2,0,89.6,11.4,34.3,3.9,5.9,24.8,24.4,36.6,2.8,39.6,71.1,21.5,48,85.3,22.9,46.6,39.4,37.8,22.8,46.9,22,24.8,6.3,4.18,29.1
Moniak, Mickey,Mickey Moniak,PHI,666160,2021,23,33,37,1,3,43.2,8.1,0.091,0.182,0.162,3,0,0,0,0,0,1,1,0,3,1,0,90.9,9.1,27.8,5.6,0,16.7,27.8,44.4,5.6,38.9,71.4,39.4,35.7,71.1,41.1,54.5,38.9,27.8,33.3,61.1,33.3,5.6,0,,27.8
Rortvedt, Ben,Ben Rortvedt,MIN,666163,2021,24,89,98,3,6,29.6,6.1,0.169,0.281,0.224,7,0,0,2,0,1,0,2,0,8,2,0,84.6,13.7,25.8,6.5,3.2,21,25.8,33.9,9.7,29,68.3,25,42,77.2,31.6,45.9,30.6,41.9,27.4,41.9,27.4,21,9.7,4.55,26.7
Adell, Jo,Jo Adell,LAA,666176,2021,22,130,140,4,8,22.9,5.7,0.246,0.408,0.293,26,1,2,3,0,1,0,1,0,17,1,0,86.2,10.1,27.3,9.1,5.1,20.2,20.2,39.4,4,31.3,75.4,34.8,60,75.9,29.7,53.8,48.5,33.3,18.2,47.5,18.2,26.3,8.1,4.28,29.9
Beer, Seth,Seth Beer,ARI,666179,2021,25,9,10,1,1,30,10,0.444,0.889,0.5,3,0,0,0,0,0,0,0,0,4,0,0,88.5,22.3,83.3,0,33.3,50,16.7,0,0,50,82.4,36.8,42.9,85.7,28.6,58.3,50,33.3,16.7,0,33.3,66.7,0,,
Bichette, Bo,Bo Bichette,TOR,666182,2021,23,640,690,29,40,19.9,5.8,0.298,0.484,0.343,102,1,25,10,0,6,0,0,4,121,4,1,91.4,7.2,33.3,9.7,4.3,28.4,18.7,34.5,3.6,47.4,79.5,38.1,62.8,85.5,22.3,57.8,29,37.5,33.5,49.3,22.3,23.9,4.5,4.4,28
Carlson, Dylan,Dylan Carlson,STL,666185,2021,23,542,619,18,57,24.6,9.2,0.266,0.437,0.342,65,1,2,5,0,11,2,1,8,79,9,0,88.2,15.1,40.6,7,7,27.3,27.3,27.3,3.3,31.1,67.2,23.9,52.9,79,27.9,45,39.3,32.6,28.1,40.1,31.1,24.3,4.3,4.37,28
